date,l,m,h,na,sum
2008-04-21,36,5,0,0,41
2008-04-22,20,2,0,0,22
2008-04-23,43,5,0,0,48
2008-04-24,495,7,0,0,502
2008-04-25,214,46,1,0,261
2008-04-26,7,35,0,0,42
2008-04-27,7,21,0,0,28
2008-04-28,10,23,0,0,33
2008-04-29,199,13,0,0,212
2008-04-30,195,12,1,0,208
2008-05-01,41,199,4,0,244
2008-05-02,61,190,0,0,251
2008-05-03,241,37,0,0,278
2008-05-04,112,36,1,0,149
2008-05-05,76,26,1,0,103
2008-05-06,86,0,0,0,86
2008-05-07,140,25,0,0,165
2008-05-08,39,22,0,0,61
2008-05-09,28,40,0,0,68
2008-05-10,46,35,0,0,81
2008-05-11,68,41,3,0,112
2008-05-12,99,16,3,0,118
2008-05-13,11,22,0,0,33
2008-05-14,54,32,0,0,86
2008-05-15,31,0,0,0,31
2008-05-16,18,4,0,0,22
2008-05-17,19,7,2,0,28
2008-05-18,5,2,2,0,9
2008-05-19,53,49,0,0,102
2008-05-20,89,1,1,0,91
2008-05-21,82,4,0,0,86
2008-05-22,14,1,2,0,17
2008-05-23,64,3,0,0,67
2008-05-24,122,3,1,0,126
2008-05-25,40,3,1,0,44
2008-05-26,57,2,0,0,59
2008-05-27,118,1,0,0,119
2008-05-28,67,3,0,0,70
2008-05-29,37,3,0,0,40
2008-05-30,152,1,1,0,154
2008-05-31,150,0,0,0,150
2008-06-01,58,3,1,0,62
2008-06-02,60,23,3,0,86
2008-06-03,22,18,2,0,42
2008-06-04,71,8,2,0,81
2008-06-05,52,1,1,0,54
2008-06-06,15,1,1,0,17
2008-06-07,38,1,0,0,39
2008-06-08,44,2,1,0,47
2008-06-09,66,6,0,0,72
2008-06-10,49,1,4,0,54
2008-06-11,30,8,3,0,41
2008-06-12,25,11,8,0,44
2008-06-13,53,10,6,0,69
2008-06-14,161,14,12,0,187
2008-06-15,58,17,3,0,78
2008-06-16,174,24,7,0,205
2008-06-17,142,22,2,0,166
2008-06-18,172,5,0,0,177
2008-06-19,94,5,1,0,100
2008-06-20,22,20,1,0,43
2008-06-21,43,20,0,0,63
2008-06-22,136,24,0,0,160
2008-06-23,35,15,9,0,59
2008-06-24,52,12,13,0,77
2008-06-25,105,10,35,0,150
2008-06-26,120,29,25,0,174
2008-06-27,146,18,35,0,199
2008-06-28,109,52,8,0,169
2008-06-29,112,35,29,0,176
2008-06-30,120,41,45,0,206
2008-07-01,344,96,20,0,460
2008-07-02,272,99,8,0,379
2008-07-03,186,69,11,0,266
2008-07-04,223,20,11,0,254
2008-07-05,217,42,13,0,272
2008-07-06,300,64,46,0,410
2008-07-07,238,43,66,0,347
2008-07-08,195,30,19,0,244
2008-07-09,89,16,22,0,127
2008-07-10,169,24,35,0,228
2008-07-11,199,36,52,0,287
2008-07-12,247,26,31,0,304
2008-07-13,216,27,31,0,274
2008-07-14,184,20,16,0,220
2008-07-15,177,66,21,0,264
2008-07-16,153,15,11,0,179
2008-07-17,224,15,5,0,244
2008-07-18,157,23,3,0,183
2008-07-19,149,23,8,0,180
2008-07-20,200,25,29,0,254
2008-07-21,168,29,4,0,201
2008-07-22,118,30,8,0,156
2008-07-23,102,22,6,0,130
2008-07-24,67,22,12,0,101
2008-07-25,102,27,41,0,170
2008-07-26,122,66,33,0,221
2008-07-27,198,26,10,0,234
2008-07-28,295,27,8,0,330
2008-07-29,359,62,11,0,432
2008-07-30,143,42,6,0,191
2008-07-31,179,38,5,0,222
2008-08-01,400,38,4,0,442
2008-08-02,374,15,2,0,391
2008-08-03,169,11,1,0,181
2008-08-04,112,22,4,0,138
2008-08-05,166,26,3,0,195
2008-08-06,60,34,3,0,97
2008-08-07,30,45,3,0,78
2008-08-08,105,27,6,0,138
2008-08-09,106,4,0,0,110
2008-08-10,65,10,2,0,77
2008-08-11,134,6,2,0,142
2008-08-12,144,4,1,0,149
2008-08-13,93,4,2,0,99
2008-08-14,143,5,1,0,149
2008-08-15,83,3,0,0,86
2008-08-16,104,5,0,0,109
2008-08-17,253,66,9,0,328
2008-08-18,258,44,2,0,304
2008-08-19,48,227,5,0,280
2008-08-20,96,46,0,0,142
2008-08-21,106,6,1,0,113
2008-08-22,97,9,1,0,107
2008-08-23,127,3,0,0,130
2008-08-24,51,1,2,0,54
2008-08-25,20,10,5,0,35
2008-08-26,58,17,9,0,84
2008-08-27,5,0,2,0,7
2008-08-28,73,4,2,0,79
2008-08-29,40,8,1,0,49
2008-08-30,60,1,1,0,62
2008-08-31,106,0,0,0,106
2008-09-01,63,0,0,0,63
2008-09-02,1,0,0,0,1
2008-09-03,3,0,0,0,3
2008-09-04,5,1,0,0,6
2008-09-05,13,0,0,0,13
2008-09-06,14,1,0,0,15
2008-09-07,14,1,1,0,16
2008-09-08,34,0,1,0,35
2008-09-09,38,3,0,0,41
2008-09-10,29,6,0,0,35
2008-09-11,16,2,0,0,18
2008-09-12,20,1,0,0,21
2008-09-13,32,3,0,0,35
2008-09-14,38,2,0,0,40
2008-09-15,45,24,14,0,83
2008-09-16,35,24,14,0,73
2008-09-17,40,11,23,0,74
2008-09-18,136,30,20,0,186
2008-09-19,92,24,0,0,116
2008-09-20,115,46,0,0,161
2008-09-21,167,4,0,0,171
2008-09-22,23,0,0,0,23
2008-09-23,27,0,0,0,27
2008-09-24,19,0,0,0,19
2008-09-25,12,0,0,0,12
2008-09-26,15,1,0,0,16
2008-09-27,22,1,0,0,23
2008-09-28,12,5,0,0,17
2008-09-29,39,9,0,0,48
2008-09-30,114,10,0,0,124
2008-10-01,17,6,0,0,23
2008-10-02,6,0,0,0,6
2008-10-03,4,3,0,0,7
2008-10-04,1,2,0,0,3
2008-10-05,5,0,0,0,5
2008-10-06,1,0,0,0,1
2008-10-07,1,0,0,0,1
2008-10-09,1,0,0,0,1
2008-10-11,1,0,0,0,1
2008-10-12,6,0,0,0,6
2008-10-13,3,0,0,0,3
2008-10-14,10,0,0,0,10
2008-10-15,9,2,0,0,11
2008-10-16,9,1,0,0,10
2008-10-17,16,3,0,0,19
2008-10-18,13,1,0,0,14
2008-10-19,2,0,0,0,2
2008-10-20,3,0,0,0,3
2008-10-21,7,0,0,0,7
2008-10-22,8,2,0,0,10
2008-10-23,1,0,1,0,2
2008-10-24,9,0,1,0,10
2008-10-25,2,0,0,0,2
2008-10-26,4,0,0,0,4
2008-10-27,6,0,0,0,6
2008-10-28,4,0,0,0,4
2008-10-29,8,1,0,0,9
2008-10-30,13,1,0,0,14
2008-10-31,3,0,0,0,3
2008-11-03,10,0,0,0,10
2008-11-04,37,0,0,0,37
2008-11-05,8,0,0,0,8
2008-11-06,4,0,0,0,4
2008-11-07,5,0,0,0,5
2008-11-08,0,1,0,0,1
2008-11-09,2,0,0,0,2
2008-11-10,1,0,0,0,1
2008-11-12,1,0,0,0,1
2008-11-14,3,0,0,0,3
2008-11-15,5,0,2,0,7
2008-11-16,9,1,2,0,12
2008-11-17,8,2,1,0,11
2008-11-18,7,1,0,0,8
2008-11-19,4,0,0,0,4
2008-11-20,1,0,0,0,1
2008-11-21,19,1,0,0,20
2008-11-22,2,0,0,0,2
2008-11-24,1,0,0,0,1
2008-11-28,1,0,0,0,1
2008-11-29,3,0,0,0,3
2008-11-30,1,0,0,0,1
2008-12-02,1,0,0,0,1
2008-12-03,1,0,0,0,1
2008-12-05,1,0,0,0,1
2008-12-06,3,0,0,0,3
2008-12-08,0,0,0,1,1
2008-12-10,0,0,0,2,2
2008-12-11,0,0,0,3,3
2008-12-12,0,0,0,2,2
2008-12-18,0,0,0,1,1
2008-12-20,0,0,0,1,1
2008-12-22,0,0,0,2,2
2008-12-23,0,0,0,1,1
2008-12-27,0,0,0,1,1
2009-01-07,0,0,0,1,1
2009-01-08,0,0,0,5,5
2009-01-09,0,0,0,3,3
2009-01-12,0,0,0,4,4
2009-01-13,0,0,0,3,3
2009-01-14,0,0,0,9,9
2009-01-15,0,0,0,9,9
2009-01-16,0,0,0,3,3
2009-01-17,0,0,0,1,1
2009-01-18,0,0,0,2,2
2009-01-19,0,0,0,3,3
2009-01-20,0,0,0,2,2
2009-01-21,0,0,0,4,4
2009-01-22,0,0,0,11,11
2009-01-23,0,0,0,4,4
2009-01-25,0,0,0,1,1
2009-01-26,0,0,0,4,4
2009-01-27,0,0,0,1,1
2009-01-29,0,0,0,1,1
2009-01-31,0,0,0,8,8
2009-02-01,0,0,0,2,2
2009-02-03,0,0,0,2,2
2009-02-05,0,0,0,7,7
2009-02-06,0,0,0,5,5
2009-02-07,0,0,0,43,43
2009-02-08,0,0,0,3,3
2009-02-09,0,0,0,3,3
2009-02-10,0,0,0,1,1
2009-02-11,0,0,0,1,1
2009-02-12,0,0,0,4,4
2009-02-13,0,0,0,12,12
2009-02-14,0,0,0,2,2
2009-02-15,0,0,0,1,1
2009-02-16,0,0,0,2,2
2009-02-17,0,0,0,9,9
2009-02-18,0,0,0,2,2
2009-02-19,0,0,0,6,6
2009-02-20,0,0,0,15,15
2009-02-21,0,0,0,2,2
2009-02-22,0,0,0,1,1
2009-02-23,0,0,0,11,11
2009-02-24,0,0,0,11,11
2009-02-25,0,0,0,5,5
2009-02-26,0,0,0,7,7
2009-02-28,0,0,0,4,4
2009-03-01,0,0,0,2,2
2009-03-02,0,0,0,1,1
2009-03-03,0,0,0,7,7
2009-03-04,0,0,0,6,6
2009-03-05,0,0,0,9,9
2009-03-06,0,0,0,32,32
2009-03-07,0,0,0,3,3
2009-03-10,0,0,0,4,4
2009-03-11,0,0,0,9,9
2009-03-12,0,0,0,6,6
2009-03-13,0,0,0,2,2
2009-03-14,0,0,0,4,4
2009-03-15,0,0,0,3,3
2009-03-16,0,0,0,3,3
2009-03-17,0,0,0,55,55
2009-03-18,0,0,0,25,25
2009-03-19,0,0,0,5,5
2009-03-20,0,0,0,19,19
2009-03-21,0,0,0,9,9
2009-03-22,0,0,0,6,6
2009-03-23,0,0,0,9,9
2009-03-28,0,0,0,1,1
2009-03-30,0,0,0,5,5
2009-04-01,0,0,0,5,5
2009-04-02,0,0,0,11,11
2009-04-03,0,0,0,11,11
2009-04-04,0,0,0,136,136
2009-04-05,0,0,0,87,87
2009-04-06,0,0,0,4,4
2009-04-07,0,0,0,20,20
2009-04-08,0,0,0,1,1
2009-04-09,0,0,0,34,34
2009-04-10,0,0,0,77,77
2009-04-11,0,0,0,72,72
2009-04-12,0,0,0,53,53
2009-04-13,0,0,0,12,12
2009-04-14,0,0,0,10,10
2009-04-15,0,0,0,1,1
2009-04-16,0,0,0,4,4
2009-04-17,0,0,0,8,8
2009-04-18,0,0,0,310,310
2009-04-19,0,0,0,111,111
2009-04-20,0,0,0,2,2
2009-04-21,0,0,0,17,17
2009-04-22,0,0,0,31,31
2009-04-23,0,0,0,37,37
2009-04-24,0,0,0,27,27
2009-04-25,0,0,0,61,61
2009-04-26,0,0,0,83,83
2009-04-27,0,0,0,2,2
2009-04-28,0,0,0,1,1
2009-04-29,0,0,0,3,3
2009-04-30,0,0,0,3,3
2009-05-01,0,0,0,65,65
2009-05-02,0,0,0,95,95
2009-05-03,0,0,0,73,73
2009-05-04,0,0,0,24,24
2009-05-05,0,0,0,49,49
2009-05-06,0,0,0,38,38
2009-05-07,0,0,0,39,39
2009-05-08,0,0,0,33,33
2009-05-09,0,0,0,100,100
2009-05-10,0,0,0,199,199
2009-05-11,0,0,0,93,93
2009-05-12,0,0,0,51,51
2009-05-13,0,0,0,39,39
2009-05-14,0,0,0,37,37
2009-05-15,0,0,0,42,42
2009-05-16,0,0,0,63,63
2009-05-17,0,0,0,79,79
2009-05-18,0,0,0,22,22
2009-05-19,0,0,0,6,6
2009-05-20,0,0,0,5,5
2009-05-21,0,0,0,50,50
2009-05-22,0,0,0,43,43
2009-05-23,0,0,0,85,85
2009-05-24,0,0,0,126,126
2009-05-25,0,0,0,17,17
2009-05-26,0,0,0,30,30
2009-05-27,0,0,0,32,32
2009-05-28,0,0,0,55,55
2009-05-29,0,0,0,72,72
2009-05-30,0,0,0,31,31
2009-05-31,0,0,0,102,102
2009-06-01,0,0,0,39,39
2009-06-02,0,0,0,28,28
2009-06-03,0,0,0,96,96
2009-06-04,0,0,0,173,173
2009-06-05,0,0,0,93,93
2009-06-06,0,0,0,89,89
2009-06-07,0,0,0,96,96
2009-06-08,0,0,0,54,54
2009-06-09,0,0,0,68,68
2009-06-10,0,0,0,76,76
2009-06-11,0,0,0,41,41
2009-06-12,0,0,0,95,95
2009-06-13,0,0,0,94,94
2009-06-14,0,0,0,64,64
2009-06-15,0,0,0,14,14
2009-06-16,0,0,0,57,57
2009-06-17,0,0,0,154,154
2009-06-18,0,0,0,167,167
2009-06-19,0,0,0,81,81
2009-06-20,0,0,0,82,82
2009-06-21,0,0,0,44,44
2009-06-22,0,0,0,31,31
2009-06-23,0,0,0,134,134
2009-06-24,0,0,0,79,79
2009-06-25,0,0,0,50,50
2009-06-26,0,0,0,130,130
2009-06-27,0,0,0,88,88
2009-06-28,0,0,0,9,9
2009-06-29,0,0,0,7,7
2009-06-30,0,0,0,9,9
2009-07-01,0,0,0,101,101
2009-07-02,0,0,0,108,108
2009-07-03,0,0,0,85,85
2009-07-04,0,0,0,44,44
2009-07-05,0,0,0,54,54
2009-07-06,0,0,0,79,79
2009-07-07,0,0,0,42,42
2009-07-08,0,0,0,53,53
2009-07-09,0,0,0,68,68
2009-07-10,0,0,0,55,55
2009-07-11,0,0,0,279,279
2009-07-12,0,0,0,232,232
2009-07-13,0,0,0,77,77
2009-07-14,0,0,0,70,70
2009-07-15,0,0,0,38,38
2009-07-16,0,0,0,176,176
2009-07-17,0,0,0,199,199
2009-07-18,0,0,0,182,182
2009-07-19,0,0,0,60,60
2009-07-20,0,0,0,55,55
2009-07-21,0,0,0,201,201
2009-07-22,0,0,0,130,130
2009-07-23,0,0,0,93,93
2009-07-24,0,0,0,177,177
2009-07-25,0,0,0,146,146
2009-07-26,0,0,0,87,87
2009-07-27,0,0,0,49,49
2009-07-28,0,0,0,162,162
2009-07-29,0,0,0,166,166
2009-07-30,0,0,0,226,226
2009-07-31,0,0,0,138,138
2009-08-01,0,0,0,266,266
2009-08-02,0,0,0,321,321
2009-08-03,0,0,0,235,235
2009-08-04,0,0,0,406,406
2009-08-05,0,0,0,382,382
2009-08-06,0,0,0,219,219
2009-08-07,0,0,0,147,147
2009-08-08,0,0,0,205,205
2009-08-09,0,0,0,191,191
2009-08-10,0,0,0,222,222
2009-08-11,0,0,0,252,252
2009-08-12,0,0,0,357,357
2009-08-13,0,0,0,220,220
2009-08-14,0,0,0,163,163
2009-08-15,0,0,0,175,175
2009-08-16,0,0,0,127,127
2009-08-17,0,0,0,46,46
2009-08-18,0,0,0,26,26
2009-08-19,0,0,0,69,69
2009-08-20,0,0,0,63,63
2009-08-21,0,0,0,33,33
2009-08-22,0,0,0,117,117
2009-08-23,0,0,0,95,95
2009-08-24,0,0,0,52,52
2009-08-25,0,0,0,55,55
2009-08-26,0,0,0,12,12
2009-08-27,0,0,0,92,92
2009-08-28,0,0,0,92,92
2009-08-29,0,0,0,131,131
2009-08-30,0,0,0,206,206
2009-08-31,0,0,0,341,341
2009-09-01,0,0,0,456,456
2009-09-02,0,0,0,610,610
2009-09-03,0,0,0,617,617
2009-09-04,0,0,0,358,358
2009-09-05,0,0,0,119,119
2009-09-06,0,0,0,287,287
2009-09-07,0,0,0,148,148
2009-09-08,0,0,0,101,101
2009-09-09,0,0,0,137,137
2009-09-10,0,0,0,171,171
2009-09-11,0,0,0,98,98
2009-09-12,0,0,0,9,9
2009-09-13,0,0,0,29,29
2009-09-14,0,0,0,17,17
2009-09-15,0,0,0,70,70
2009-09-16,0,0,0,141,141
2009-09-17,0,0,0,94,94
2009-09-18,0,0,0,102,102
2009-09-19,0,0,0,71,71
2009-09-20,0,0,0,37,37
2009-09-21,0,0,0,9,9
2009-09-22,0,0,0,40,40
2009-09-23,0,0,0,74,74
2009-09-24,0,0,0,111,111
2009-09-25,0,0,0,139,139
2009-09-26,0,0,0,221,221
2009-09-27,0,0,0,270,270
2009-09-28,140,0,0,21,161
2009-09-29,3,0,0,22,25
2009-09-30,0,0,0,73,73
2009-10-01,0,0,0,17,17
2009-10-02,0,0,0,21,21
2009-10-03,0,0,0,29,29
2009-10-04,0,0,0,6,6
2009-10-05,0,0,0,14,14
2009-10-06,0,0,0,11,11
2009-10-07,0,0,0,33,33
2009-10-08,2,0,0,14,16
2009-10-09,1,0,0,4,5
2009-10-10,0,0,0,5,5
2009-10-11,0,0,0,2,2
2009-10-15,0,0,0,4,4
2009-10-16,0,0,0,3,3
2009-10-17,0,0,0,2,2
2009-10-18,0,0,0,5,5
2009-10-19,0,0,0,2,2
2009-10-21,0,0,0,16,16
2009-10-22,0,0,0,21,21
2009-10-23,0,0,0,8,8
2009-10-24,0,0,0,1,1
2009-10-25,0,0,0,1,1
2009-10-29,0,0,0,2,2
2009-10-30,0,0,0,2,2
2009-10-31,0,0,0,1,1
2009-11-01,0,0,0,3,3
2009-11-02,0,0,0,2,2
2009-11-03,0,0,0,2,2
2009-11-04,0,0,0,8,8
2009-11-05,0,0,0,2,2
2009-11-06,0,0,0,1,1
2009-11-07,0,0,0,4,4
2009-11-08,0,0,0,12,12
2009-11-09,0,0,0,2,2
2009-11-10,0,0,0,1,1
2009-11-11,0,0,0,3,3
2009-11-13,0,0,0,4,4
2009-11-14,0,0,0,1,1
2009-11-15,0,0,0,1,1
2009-11-16,0,0,0,4,4
2009-11-17,0,0,0,3,3
2009-11-18,0,0,0,3,3
2009-11-22,0,0,0,1,1
2009-11-24,0,0,0,1,1
2009-12-07,0,0,0,1,1
2009-12-08,0,0,0,1,1
2009-12-10,0,0,0,1,1
2009-12-13,0,0,0,2,2
2009-12-14,0,0,0,1,1
2009-12-18,0,0,0,1,1
2009-12-19,0,0,0,1,1
2009-12-20,0,0,0,2,2
2009-12-21,0,0,0,2,2
2009-12-22,0,0,0,1,1
2010-01-06,0,0,0,4,4
2010-01-07,0,0,0,2,2
2010-01-09,0,0,0,1,1
2010-01-10,0,0,0,5,5
2010-01-11,0,0,0,4,4
2010-01-12,0,0,0,9,9
2010-01-13,0,0,0,1,1
2010-01-15,0,0,0,1,1
2010-01-16,0,0,0,1,1
2010-01-21,0,0,0,2,2
2010-01-24,0,0,0,1,1
2010-01-25,0,0,0,1,1
2010-01-26,0,0,0,4,4
2010-01-27,0,0,0,2,2
2010-01-28,0,0,0,2,2
2010-02-08,0,0,0,1,1
2010-02-11,0,0,0,1,1
2010-02-12,0,0,0,1,1
2010-02-13,0,0,0,1,1
2010-02-17,0,0,0,4,4
2010-02-18,0,0,0,2,2
2010-02-19,0,0,0,1,1
2010-02-20,0,0,0,1,1
2010-02-21,0,0,0,1,1
2010-02-24,0,0,0,1,1
2010-02-25,0,0,0,3,3
2010-02-28,0,0,0,2,2
2010-03-03,0,0,0,2,2
2010-03-04,0,0,0,47,47
2010-03-05,0,0,0,16,16
2010-03-06,0,0,0,6,6
2010-03-07,0,0,0,1,1
2010-03-08,0,0,0,6,6
2010-03-09,0,0,0,5,5
2010-03-10,0,0,0,2,2
2010-03-12,0,0,0,4,4
2010-03-13,0,0,0,3,3
2010-03-15,0,0,0,1,1
2010-03-16,0,0,0,2,2
2010-03-17,0,0,0,29,29
2010-03-18,0,0,0,32,32
2010-03-19,3,5,0,0,8
2010-03-20,5,0,0,0,5
2010-03-21,1,0,0,38,39
2010-03-22,0,0,0,49,49
2010-03-23,0,0,0,24,24
2010-03-24,0,0,0,9,9
2010-03-26,0,0,0,4,4
2010-03-27,0,0,0,5,5
2010-03-28,0,0,0,1,1
2010-03-29,0,0,0,5,5
2010-03-30,0,0,0,5,5
2010-03-31,0,0,0,12,12
2010-04-01,0,0,0,18,18
2010-04-02,0,0,0,10,10
2010-04-03,0,0,0,39,39
2010-04-04,0,0,0,135,135
2010-04-05,0,0,0,232,232
2010-04-06,0,0,0,236,236
2010-04-07,0,0,0,1,1
2010-04-08,0,0,0,21,21
2010-04-09,0,0,0,62,62
2010-04-10,0,0,0,103,103
2010-04-11,0,0,0,89,89
2010-04-12,0,0,0,88,88
2010-04-13,0,0,0,48,48
2010-04-14,0,0,0,33,33
2010-04-15,0,0,0,226,226
2010-04-16,0,0,0,154,154
2010-04-17,0,0,0,156,156
2010-04-18,0,0,0,237,237
2010-04-19,0,0,0,29,29
2010-04-20,0,0,0,59,59
2010-04-21,0,0,0,68,68
2010-04-22,0,0,0,64,64
2010-04-23,0,0,0,45,45
2010-04-25,0,0,0,1,1
2010-04-26,0,0,0,23,23
2010-04-27,0,0,0,31,31
2010-04-28,60,14,0,0,74
2010-04-29,0,0,0,5,5
2010-04-30,0,0,0,16,16
2010-05-01,0,0,0,82,82
2010-05-02,0,0,0,66,66
2010-05-03,0,0,0,32,32
2010-05-04,0,0,0,9,9
2010-05-05,0,0,0,49,49
2010-05-06,0,0,0,58,58
2010-05-07,0,0,0,141,141
2010-05-08,0,0,0,63,63
2010-05-09,0,0,0,38,38
2010-05-10,0,0,0,30,30
2010-05-11,0,0,0,83,83
2010-05-12,0,0,0,91,91
2010-05-13,0,0,0,104,104
2010-05-14,0,0,0,85,85
2010-05-15,0,0,0,131,131
2010-05-16,0,0,0,77,77
2010-05-17,0,0,0,26,26
2010-05-18,0,0,0,76,76
2010-05-19,0,0,0,111,111
2010-05-20,0,0,0,251,251
2010-05-21,0,0,0,274,274
2010-05-22,0,0,0,98,98
2010-05-23,0,0,0,8,8
2010-05-24,0,0,0,16,16
2010-05-25,0,0,0,16,16
2010-05-26,0,0,0,81,81
2010-05-27,0,0,0,86,86
2010-05-28,0,0,0,196,196
2010-05-29,0,0,0,385,385
2010-05-30,0,0,0,361,361
2010-05-31,0,0,0,206,206
2010-06-01,89,17,8,16,130
2010-06-02,86,43,10,0,139
2010-06-03,69,70,22,0,161
2010-06-04,155,67,4,0,226
2010-06-05,183,22,0,0,205
2010-06-06,168,7,0,0,175
2010-06-07,211,30,2,0,243
2010-06-08,77,15,2,0,94
2010-06-09,131,3,2,0,136
2010-06-10,83,2,1,0,86
2010-06-11,84,8,3,0,95
2010-06-12,64,21,8,0,93
2010-06-13,77,38,2,0,117
2010-06-14,136,47,1,0,184
2010-06-15,151,54,5,0,210
2010-06-16,237,32,0,0,269
2010-06-17,222,43,2,0,267
2010-06-18,198,44,7,0,249
2010-06-19,128,25,11,0,164
2010-06-20,157,32,3,0,192
2010-06-21,113,33,19,0,165
2010-06-22,142,31,17,0,190
2010-06-23,173,25,13,0,211
2010-06-24,110,80,86,0,276
2010-06-25,95,179,67,0,341
2010-06-26,219,129,24,0,372
2010-06-27,126,8,4,0,138
2010-06-28,127,7,7,0,141
2010-06-29,144,64,2,0,210
2010-06-30,260,47,2,0,309
2010-07-01,167,2,6,0,175
2010-07-02,263,12,2,0,277
2010-07-03,159,6,0,0,165
2010-07-04,100,3,3,0,106
2010-07-05,35,5,5,0,45
2010-07-06,76,1,0,0,77
2010-07-07,61,1,0,0,62
2010-07-08,71,1,4,0,76
2010-07-09,88,14,14,0,116
2010-07-10,70,29,13,0,112
2010-07-11,61,29,9,0,99
2010-07-12,67,24,3,0,94
2010-07-13,76,17,9,0,102
2010-07-14,47,12,20,0,79
2010-07-15,52,37,57,0,146
2010-07-16,51,37,66,0,154
2010-07-17,156,43,18,0,217
2010-07-18,173,39,7,0,219
2010-07-19,43,22,17,0,82
2010-07-20,61,7,18,0,86
2010-07-21,43,40,1,0,84
2010-07-22,96,20,7,0,123
2010-07-23,103,16,8,0,127
2010-07-24,46,7,9,0,62
2010-07-25,65,21,4,0,90
2010-07-26,50,29,12,0,91
2010-07-27,81,37,15,0,133
2010-07-28,70,56,35,0,161
2010-07-29,76,62,35,0,173
2010-07-30,129,26,22,0,177
2010-07-31,108,41,10,0,159
2010-08-01,121,56,30,0,207
2010-08-02,87,58,55,0,200
2010-08-03,87,94,63,0,244
2010-08-04,150,119,47,0,316
2010-08-05,161,112,53,0,326
2010-08-06,182,187,74,0,443
2010-08-07,240,190,48,0,478
2010-08-08,188,103,12,0,303
2010-08-09,155,55,5,0,215
2010-08-10,76,11,2,0,89
2010-08-11,45,7,1,0,53
2010-08-12,74,3,0,0,77
2010-08-13,69,5,1,0,75
2010-08-14,59,5,3,0,67
2010-08-15,64,8,14,0,86
2010-08-16,95,33,24,0,152
2010-08-17,149,37,36,0,222
2010-08-18,220,30,26,0,276
2010-08-19,187,68,34,0,289
2010-08-20,262,23,43,0,328
2010-08-21,307,22,60,0,389
2010-08-22,184,39,40,0,263
2010-08-23,9,3,1,0,13
2010-08-24,172,19,1,0,192
2010-08-25,179,53,11,0,243
2010-08-26,79,39,7,0,125
2010-08-27,60,38,5,0,103
2010-08-28,190,4,0,0,194
2010-08-29,280,46,0,0,326
2010-08-30,169,0,0,0,169
2010-08-31,43,0,0,0,43
2010-09-01,8,0,1,0,9
2010-09-02,5,1,1,0,7
2010-09-03,12,2,0,0,14
2010-09-04,12,2,1,0,15
2010-09-05,19,0,1,0,20
2010-09-06,23,3,1,0,27
2010-09-07,103,1,0,0,104
2010-09-08,7,0,0,0,7
2010-09-09,2,1,0,0,3
2010-09-10,4,1,0,0,5
2010-09-11,3,1,0,0,4
2010-09-12,10,2,0,0,12
2010-09-13,14,2,0,0,16
2010-09-14,9,2,2,0,13
2010-09-15,35,11,2,0,48
2010-09-16,16,5,0,0,21
2010-09-17,14,1,0,0,15
2010-09-18,10,0,1,0,11
2010-09-19,10,2,3,0,15
2010-09-20,66,1,4,0,71
2010-09-21,50,3,2,0,55
2010-09-22,24,4,0,0,28
2010-09-23,12,0,0,0,12
2010-09-24,10,0,0,0,10
2010-09-25,9,1,0,0,10
2010-09-26,4,2,0,0,6
2010-09-27,14,2,0,0,16
2010-09-28,17,1,0,0,18
2010-09-29,46,4,1,0,51
2010-09-30,82,8,2,0,92
2010-10-01,114,6,0,0,120
2010-10-02,34,1,0,0,35
2010-10-03,6,3,0,0,9
2010-10-04,21,0,0,0,21
2010-10-05,39,0,0,0,39
2010-10-06,116,5,0,0,121
2010-10-07,74,5,0,0,79
2010-10-08,72,3,0,0,75
2010-10-09,147,20,0,0,167
2010-10-10,154,0,0,0,154
2010-10-11,33,0,0,0,33
2010-10-12,7,0,0,0,7
2010-10-13,40,2,0,0,42
2010-10-14,44,1,0,0,45
2010-10-15,12,3,0,0,15
2010-10-16,7,0,0,0,7
2010-10-17,3,0,0,0,3
2010-10-18,7,0,0,0,7
2010-10-19,4,4,0,0,8
2010-10-20,35,4,0,0,39
2010-10-21,31,4,0,0,35
2010-10-22,5,1,0,0,6
2010-10-24,1,0,0,0,1
2010-10-26,3,0,0,0,3
2010-10-27,4,0,0,0,4
2010-10-28,6,0,0,0,6
2010-10-29,7,0,0,0,7
2010-10-30,9,0,0,0,9
2010-10-31,1,0,0,0,1
2010-11-01,1,0,0,0,1
2010-11-02,20,0,0,0,20
2010-11-03,9,0,0,0,9
2010-11-04,2,0,0,0,2
2010-11-05,8,0,0,0,8
2010-11-06,5,1,0,0,6
2010-11-07,6,1,0,0,7
2010-11-08,6,0,0,0,6
2010-11-09,7,0,0,0,7
2010-11-10,6,0,0,0,6
2010-11-11,23,0,0,0,23
2010-11-12,8,1,0,0,9
2010-11-13,2,0,0,0,2
2010-11-14,8,0,0,0,8
2010-11-15,6,6,0,0,12
2010-11-17,1,0,0,0,1
2010-11-18,4,0,0,0,4
2010-11-19,3,0,0,0,3
2010-11-20,2,0,0,0,2
2010-11-21,2,0,0,0,2
2010-11-22,1,0,0,0,1
2010-11-23,1,0,0,0,1
2010-11-24,1,0,0,0,1
2010-11-25,1,0,0,0,1
2010-11-28,1,0,0,0,1
2010-11-29,1,0,0,0,1
2010-12-01,3,0,0,0,3
